id,text,text_for_vec,text_length
014d0ed34eee79379abbe992adaadcdb,50,50,2
3a46a40b976394eda0faeb03dc082d54,,empty_record,0
815c451318f9e63d679e5bb3a42f20df,,empty_record,0
383bf13d2e42969d08a59afe917a300a,ลุ้นเป็นฺ1ใน 6o lucky fans พฤษภาคม 2568 esailam sangdad homey studio,ลุ้นเป็นฺ1ใน 6o lucky fans พฤษภาคม 2568 esailam sangdad homey studio,68
05fa4b5e50195d776f9bff6742482750,,empty_record,0
587f1612fe73bf4bbefd36ba78b15f01,,empty_record,0
5b65e080a01b2032298e9456f59d8269,flash sale 80,flash sale 80,13
c73ad44c0cec9fc4fd4d68d4725f70f9,40 40 40 70 40 monday flash,40 40 40 70 40 monday flash,27
4893790c4100a0dd4b0ca400dce9f978,49oth8,49oth8,6
ca1a56135aca3dddce5e24ac27f1ca94,กางเกงยีนส์ คอลใหม่ gensiboy จัดโปรลด 70 คอลไทม 2025,กางเกงยีนส์ คอลใหม่ gensiboy จัดโปรลด 70 คอลไทม 2025,52
4fc4e9a327a181f2d2381be77b1cbd39,animate pixel art characters,animate pixel art characters,28
fe6eee09bace037b67c1755c605b673b,smart ออกโปข้างนอกหมดกังวล ไม่กลัวฝูนติดผ้า ผ้าสะอาค ทอมไร้ฝุน smart,smart ออกโปข้างนอกหมดกังวล ไม่กลัวฝูนติดผ้า ผ้าสะอาค ทอมไร้ฝุน smart,68
866f78a1db712d80af062efa81dfe66e,flash sale 80,flash sale 80,13
e35db3b9c65f5fc673ff3c13bd3d4c6d,.,.,1
4831d24f9ccf91f16854b768666aece2,เปิดบัญชี kkp savvy ง่ายๆ เพียง 3 ขั้นตอน l.8 ekkp,เปิดบัญชี kkp savvy ง่ายๆ เพียง 3 ขั้นตอน l.8 ekkp,50
12b0fb5e5bc6a36e01decee551f3cc51,"มีนาแล้ว ยัง 3,000 มีคีย์บอร์ดิ","มีนาแล้ว ยัง 3,000 มีคีย์บอร์ดิ",31
cbdf603dcc88b3a1c6566cb6c25d3a58,2025,2025,4
d353b4712fbdacb65079e3cb6d9d35c0,,empty_record,0
64fec1a216b000cd185db1e02d134cab,...,...,3
1be1e86eb2e073399a93e9df891b3501,"li bk ไม่ต้อง กู้นอกระบบ มายืม line ดีกว่า รายได้ 5,000 บาทท์ยืมได้","li bk ไม่ต้อง กู้นอกระบบ มายืม line ดีกว่า รายได้ 5,000 บาทท์ยืมได้",67
1dbeeec1ebf43d3e4a2278b97231fe74,web hosting ราคา คุ้มค่า การันตีผู้ไช้กว่า2 เหมื่นราย เลือกใช้ hostatom,web hosting ราคา คุ้มค่า การันตีผู้ไช้กว่า2 เหมื่นราย เลือกใช้ hostatom,71
4f2023694d0750f0cd90da32d52b5542,,empty_record,0
55444cd91d75e963b428d276a159c09f,ends tonight,ends tonight,12
d4c6443bff2c61cc8ab3d7d05815936d,,empty_record,0
c8335d280e26cf92ff8e70f2c7f2f4b9,flash sale,flash sale,10
7240741b40ecfeb386dc2d2091cad800,2 999,2 999,5
482156bd8b56500bacb695c9fbcde688,เปลี่ยน. เวลาติดจอ รายได้ new gen,เปลี่ยน. เวลาติดจอ รายได้ new gen,33
19c4e1d43798efcdd4c65c31c62cedec,จอย490.- aooau,จอย490.- aooau,14
53f7cd14b49272a235015d4cfc633771,1,1,1
4687423d9cfb29154b100214be5e51e7,ชั่นใส่ปากกา 99 บาท,ชั่นใส่ปากกา 99 บาท,19
5b7c222938f209a7770602f10533cfc3,deepsee' เปิดกลุ่มหาร ai เปิดกล่มหาร 7oo บาท คน ปี perplexity รวม ai ไว้ไนทีเดียว,deepsee' เปิดกลุ่มหาร ai เปิดกล่มหาร 7oo บาท คน ปี perplexity รวม ai ไว้ไนทีเดียว,81
c66276d922711d6aa4a52a35179322fd,eacles,eacles,6
9ecadaaa8c917df78d7b3b128f0ad3dc,80,80,2
0e9f47a018f3b65d05c1f562a9ea9578,weare hiring กองบรรณาธิการ,weare hiring กองบรรณาธิการ,26
c41ed63fda0b83c7c91fd970c69890ce,,empty_record,0
c74e0bed33dfe856c31e50ce13ff6373,"cardx cashback 13 1,000 3","cardx cashback 13 1,000 3",25
d8ca46618d143e96efd1331b9146d607,ศนีร้อน พัดลมติดผนัง,ศนีร้อน พัดลมติดผนัง,20
01778e2c5bfde6dae57311b7819942e4,,empty_record,0
2345212703358636bc26cca023faa391,สมัครขับแกร็บเดือนนี้ เด้งที่2 เด้งที่3 ฟรี,สมัครขับแกร็บเดือนนี้ เด้งที่2 เด้งที่3 ฟรี,43
5dfa7ca9242bdadcc3bbfed8f7b29074,"boombox3 bluctooth pantable speaker 19,710.","boombox3 bluctooth pantable speaker 19,710.",43
5b6fb45f425f7460cb67b603881e7c3f,อยากโทรอุย 149,อยากโทรอุย 149,14
8b860f065ff29c5c106a6d4212bb08eb,wordpress hosting พร้อมเครื่องมือสร้างเว็บ,wordpress hosting พร้อมเครื่องมือสร้างเว็บ,42
f026947cdb9758fb7547e49df5eb8059,012-610 6347,012-610 6347,12
c456edc0d9cdbcd0964bb3248391fc66,,empty_record,0
194dbe31efd505fff879d715616fbcdd,048 49ด. 4ด,048 49ด. 4ด,11
ecc63fa9bc7ca30c1d1468e06f499085,เปิดตัวที่แรก 28 มี.ค- 7เม.ย ayutthaya gity park 10 000-,เปิดตัวที่แรก 28 มี.ค- 7เม.ย ayutthaya gity park 10 000-,56
d10c30bf59f20ec73e53d817c7c05105,,empty_record,0
dc5ef1cf933e08521d27f0330bfccb94,cim california international marathon,cim california international marathon,37
ace17ae63ffa36decb90f2b32b2fbb81,oslech ของใช้สิตว์เลียง hypu,oslech ของใช้สิตว์เลียง hypu,28
31c110000675ab4ae32e91f12a817a73,3วัน สุดท้าย,3วัน สุดท้าย,12
29cbe732f0293107776b9cf5712763d5,toppa award,toppa award,11
8e406d4b3f8fe6edb0d66a03b78bc2f4,70 your name business management,70 your name business management,32
b3dd47e1f0d1856d4d17e70e25991466,"legacy half da 2i ooo 29,000","legacy half da 2i ooo 29,000",28
d61a49f777870f484ef1af4d2a9a60ad,06.03 ฉลอง 10 สาขาในไทย สินค้า เฟอร์นิเจอร์ ๖o,06.03 ฉลอง 10 สาขาในไทย สินค้า เฟอร์นิเจอร์ ๖o,46
f8eee81432665a09492a619591db644f,,empty_record,0
2ecca332d75fff7e1f24125ee5cfa96f,,empty_record,0
f5c09baab99d7cfd160b3cf96ea72088,225 .,225 .,5
64477594bbf713eb519be87eb8b4aeba,,empty_record,0
fe12c9fd947eb2b29a766788acf370c5,459 459.,459 459.,8
0643e92a3f3eab5b5e35e8a4839a1486,จ่ายเบี้ยตามที่ขับ 24 ประกันธถเปิดปด,จ่ายเบี้ยตามที่ขับ 24 ประกันธถเปิดปด,36
54a739bafd3f47d0a767150ae1040470,,empty_record,0
b3ae72019027e016c2c4113460ad64fb,ช็อคค ระวังศการ 2565 2567,ช็อคค ระวังศการ 2565 2567,25
0eeb0ca8b73fa7b85ac2e3b2a6ad55a2,2o million people already love spotify premium nowsthe time tojoin,2o million people already love spotify premium nowsthe time tojoin,66
48ad7efdb0df68db9bfe90f07b3b3526,"fwd we are one fyp 500,000 สนับสมุมค่าอุปกรณ์ 3,000 2,000 95,000 30,000 รับสมคร 280,000 087-6911414","fwd we are one fyp 500,000 สนับสมุมค่าอุปกรณ์ 3,000 2,000 95,000 30,000 รับสมคร 280,000 087-6911414",99
8e311e74a96d8c337c01a0a253a049a2,s 09,s 09,4
7408e32334a6914bd4efd5d7ff697583,renglish session,renglish session,16
0efb3786aa4a59eb276c3bbd6f0f2f78,app ทีคนรักทองด้องมี,app ทีคนรักทองด้องมี,20
246a2128b5493d2b868632c7cce4e379,balloow 29-30 mar 2025 time 05 00 10 q0 pmi chaweng square centralpattana,balloow 29-30 mar 2025 time 05 00 10 q0 pmi chaweng square centralpattana,73
c11acee570cbc97844e658c3d55d1dcf,,empty_record,0
0134e93cbb6a6f6bf04f487604e769ac,,empty_record,0
c04141105381822534d28c70a41d0cf7,ablockbuster september,ablockbuster september,22
367820f6cf0f0fbae099a1890109592b,"หลักสูตรภาษา programming สร้าง app 3,390.","หลักสูตรภาษา programming สร้าง app 3,390.",41
57075efa88bea4805c5e9ff300a924dc,1390.- fmen women,1390.- fmen women,17
c04a821b9624884f7015dd92b852d1df,"new bmw 33o 2,699,000.","new bmw 33o 2,699,000.",22
67dffd34653060962aec2255ba42d5d5,โปรลับ โบลัดกราม เพียง botox,โปรลับ โบลัดกราม เพียง botox,28
6aa0487fdca4d9cfdebe715031e03922,"ย้ายสายงานเปน 3,390 0","ย้ายสายงานเปน 3,390 0",21
cc6ed5d681eda44040323b0f91ed4f50,"จบโม่ตรงสาย ไมมิประสบการณ์ ก็เป็น data analyst ได้ . bootcamp data ready bootcam 6,500.-","จบโม่ตรงสาย ไมมิประสบการณ์ ก็เป็น data analyst ได้ . bootcamp data ready bootcam 6,500.-",88
2cd49e950bc1666bcd2abebf6cc13ed4,โปรเหมา ลบรอยสิว เลเซอร์,โปรเหมา ลบรอยสิว เลเซอร์,24
66e1ddb951996cc3b9f4cfd95f4a9daf,คอร์สออนไลน์น่าเรียน,คอร์สออนไลน์น่าเรียน,20
34cdc7da28b1eda66ba8b2fea89c6b3d,2 999.,2 999.,6
20b5d647b19ca4a57c60c7768fe48d7f,su3 โปร flash sale 333 333 333 333,su3 โปร flash sale 333 333 333 333,34
8773e08229808dce23de0e3c64887e8b,"26,900.","26,900.",7
5e40fd7110cdf7dab07ed0ea8c700592,สังคมบ้านหรู่ บนพื้นทีส่วนกลาdขน้าดไหญ่ chanapruek 2,สังคมบ้านหรู่ บนพื้นทีส่วนกลาdขน้าดไหญ่ chanapruek 2,52
bd55ae7bd9a792c4acaab91b763718ff,โปรนักศึกษา ธาคาน่ารัก,โปรนักศึกษา ธาคาน่ารัก,22
8ff425ce7f6082367f32e9fd4968641e,"เคุ้มแบบตะโกน _สวยทิ้งที ต้องสวยไทสุด 7รายการ 3,499. lunand เทมา","เคุ้มแบบตะโกน _สวยทิ้งที ต้องสวยไทสุด 7รายการ 3,499. lunand เทมา",64
1da16e4a74a080d0a438806cb3bee369,"growth hacking เป็น data analyst excel basic analytics ราคาเพียง3,390 บาn","growth hacking เป็น data analyst excel basic analytics ราคาเพียง3,390 บาn",73
e9b0937d8e86b88d261d144bf6eaadbc,"nyc ""จัมูกโด่ง...คม ไม่ต้อง...ผ่าตัด""","nyc ""จัมูกโด่ง...คม ไม่ต้อง...ผ่าตัด""",37
d94e84b68c7b98e99cb95336b5a2b401,,empty_record,0
35f3cfdc3ebfe25afcf0fda345a83f80,"2,999. โบลิฟด์กรอบหน้า 2,999 2,999 ล็อคหน้าตึง ลดรื้วรอย botox สุดคุ้ม จองดวน","2,999. โบลิฟด์กรอบหน้า 2,999 2,999 ล็อคหน้าตึง ลดรื้วรอย botox สุดคุ้ม จองดวน",77
f499290fc997b3d80e48716e7fe29e60,softwaretester ราคา 3490บาท,softwaretester ราคา 3490บาท,27
282ac1a8d9713a747eef3b40be1d2ad6,"lamina 10,","lamina 10,",10
94903b298672f3f4650c6c326d6aaa5c,เวียดนาม,เวียดนาม,8
4626e5ac3f007c3666ce0dff6f665d4f,"set กำสวย รายการ เพียง hugel 1od 2,990","set กำสวย รายการ เพียง hugel 1od 2,990",38
89e38dfd978b04417f3ad5de008bbf99,ลงลึก ทุกชินผิว 3590,ลงลึก ทุกชินผิว 3590,20
3bf432b916a86eda45fe3352266af1e1,"10 310,000 นิวซีแลนด์","10 310,000 นิวซีแลนด์",21
bd35f661d3b128363f7f506d6650c9cb,fat botox fat lifting 6รายการ miracle nleso,fat botox fat lifting 6รายการ miracle nleso,43
ad67ba9d4cd209a8dc4b10da743f3588,skilllane คอร์สสอนฟรี สอนตั้งแต่การไช้สูตรและฟังก์ชัน,skilllane คอร์สสอนฟรี สอนตั้งแต่การไช้สูตรและฟังก์ชัน,53
fc46061bb104125a0d169c77c4c194b1,"เลือกฉีดโค้ 3 cc กราม ทิ้งหมด 1,799","เลือกฉีดโค้ 3 cc กราม ทิ้งหมด 1,799",35
4c1487d293b94547a2ac1995ae4acc09,hvp douphin alon ut,hvp douphin alon ut,19
d514fd44df8f31e6c0cffcdcc07d9c05,"คอร์ส 3,300","คอร์ส 3,300",11
3581ab364a5dff9a1d3827f36fb765e8,kbank 25,kbank 25,8
43f629e725fbd2e0f37e865371b3854f,"ที่แอป samsung shop galaxy s24 ultra 834,900.00 1.000.-","ที่แอป samsung shop galaxy s24 ultra 834,900.00 1.000.-",55
902c0b87a0954afd42a3df823283cb3b,"ergoair 4,990.-","ergoair 4,990.-",15
7db8c22cfe20d8a91e641a035a5cad6d,"เริมต้น 10,999 unier","เริมต้น 10,999 unier",20
8b52aa9c4b6cf5eeb74ed893b56c149c,"โปรเดียว หน้าเรียวพุ่ง 1,799.- botox botox","โปรเดียว หน้าเรียวพุ่ง 1,799.- botox botox",42
f0d9ffbbb01cab694b530f6d7f6f91e8,"ราศา 1,990.-","ราศา 1,990.-",12
f22615a4e2baaa94baf09a236a0e7a88,"65w ราคา 1,990.-","65w ราคา 1,990.-",16
5cda5fe4d439ddff92ae5a9bcd687500,oligio ลดแก็มเทนียง ลด 50,oligio ลดแก็มเทนียง ลด 50,25
dcf4b036c61c4ea0f97bcc47fc9a566d,"เขียนอนาคต ตัวคุณ 400, 5,400, 7,400.","เขียนอนาคต ตัวคุณ 400, 5,400, 7,400.",36
6448888d4aea45b9dbf6fe9a27235648,acer rtx ของแก้,acer rtx ของแก้,15
67b3324d77191c334ec1852070f00452,"ทร้อบ สูงสุถ 500 บาท""","ทร้อบ สูงสุถ 500 บาท""",21
ffca8b6ae270d88e61f9aebce3642b24,"lumix ne dmw bg2e 13,990.-","lumix ne dmw bg2e 13,990.-",26
477bc1c805c46fb5a15fec21a24d6156,galaxy s24 ultra spen,galaxy s24 ultra spen,21
534ff92b27f3022ca08654e11822b217,summersale free 1 60 40762,summersale free 1 60 40762,26
c5c91ebc8e5da4ecca1535dd11207682,summersale 0 upto free,summersale 0 upto free,22
2c3eb81c4fec1980a622ee6cb3f0dd23,au a5.. wix pat,au a5.. wix pat,15
4ed22b5ef2dc86a60b9d6c839df35095,"เมือสะสมยอถ 1,000","เมือสะสมยอถ 1,000",17
42eaefbc1ae9cb63498cf2b1cea8c798,"12,900 pico lasea วuvelook zce vitaaan","12,900 pico lasea วuvelook zce vitaaan",38
1520699c953a7b9fc36ae54a9ffe654d,hello 2025 ddr5,hello 2025 ddr5,15
04a3579c972ca14b67262a42e4ec9157,"รับเครืองที่สาขา 3,000 onsite senrice สินค้าไหม่ 100 แก้ปญหา รวดเร็ว ทักแซท ตลอดระยะเวลา รับประกัน ตอบไว พี่เป่า การันติผลเทส","รับเครืองที่สาขา 3,000 onsite senrice สินค้าไหม่ 100 แก้ปญหา รวดเร็ว ทักแซท ตลอดระยะเวลา รับประกัน ตอบไว พี่เป่า การันติผลเทส",125
7648b2b2bbc3f17fa6e41143c2a4111b,,empty_record,0
df8d7ef3b1524ab575f4920e2d74e981,"2,999","2,999",5
c9f7bedb65bd2869e3ebadf9b849ad6a,อยากชนะต้องพิชิต,อยากชนะต้องพิชิต,16
03285e57aac4adad811a1f0857de7078,ดื่มด่าทุกฉากราวต้องมนตร์ cled bk ai,ดื่มด่าทุกฉากราวต้องมนตร์ cled bk ai,36
4aa6dd17d9ac33cccc8f7967e1e7f8fd,แลกรับเครถิถ ssb เงินคินสูงสุถ 13 กุกวัน,แลกรับเครถิถ ssb เงินคินสูงสุถ 13 กุกวัน,40
ee09c4558e657a3651cd898b510da191,"gummersale free poly bag pcs. ชื้อสินค้าครบ 1,500 บาทขึ้นไป","gummersale free poly bag pcs. ชื้อสินค้าครบ 1,500 บาทขึ้นไป",59
02e3a28007e414e45a23dc4f475ba179,,empty_record,0
789ee871f8f6343a8202244c96468d9a,cerave cera 52มล.,cerave cera 52มล.,17
92db1f48b6c09a41cb369e4b7c22eba7,โปรสวยสะท้าน sei2 เหมา5รายการ 15 995 ปกติ29 995 โบทนายง,โปรสวยสะท้าน sei2 เหมา5รายการ 15 995 ปกติ29 995 โบทนายง,55
100c4447a30ba3e6a99bcc325d547ccc,,empty_record,0
dc420495cdcdf27b9a7d04dd0eb3eeb2,hb 20,hb 20,5
f6b3497bb7ef8aa1c6b3442dc3976e83,ศภาลัย แอร์ ส่วนลด ค่าใช้จ่าน เวินโอนฯ 500 000,ศภาลัย แอร์ ส่วนลด ค่าใช้จ่าน เวินโอนฯ 500 000,46
96710eb00e122b70fb6cd0b2a027a6fa,"363.- 5บ""","363.- 5บ""",9
59317a1f911de127c6124ed7a8806b35,official store galaxy a56 5g,official store galaxy a56 5g,28
e5dd6d85999c9a0b7aac72fc226720f5,จ่ายบิลดีแทค ด้วยทรูมันนี ครังแรก รับเงินคืนท้นที 50.,จ่ายบิลดีแทค ด้วยทรูมันนี ครังแรก รับเงินคืนท้นที 50.,53
72cbba8a398247d6d0841c84b360b050,"galaxys25 series เป็นเจ้าของได้ง่ายๆ วันนี้ เพียงเดือนละ 1,246 พ่อน ดาวน 0","galaxys25 series เป็นเจ้าของได้ง่ายๆ วันนี้ เพียงเดือนละ 1,246 พ่อน ดาวน 0",74
3bba09ee0fcf12965d3866565b3f2759,,empty_record,0
ee9bd3d30ee1c52a7c4d352d6123d54a,,empty_record,0
db35ea5caa195513aa72d9184ad24f8d,ssd solid state drive usb type-c,ssd solid state drive usb type-c,32
d45300adb61933b07a8739db4af347ba,แก้ถ้วยตัวเอน โรคกวนใจ,แก้ถ้วยตัวเอน โรคกวนใจ,22
2d1210ed6fe1d30a23b0a30f16d2678a,กระบะ ส่งฟรี ใส่ได้ทุกรุ่น ฟรีถุงใส่ .,กระบะ ส่งฟรี ใส่ได้ทุกรุ่น ฟรีถุงใส่ .,38
efd8dd3ecba138d0c724f801f2ca67f8,oppo,oppo,4
95147a7b5dac8a16cd85695cd8ec3692,ultra high speed,ultra high speed,16
e5f690b8bd691495551fa2b35c542d63,ybc โปร 6,ybc โปร 6,9
abe0d2cb55385541472d391e1b9f2f12,honor x8c,honor x8c,9
d0ab369dc7b93c677098cdb0763b62a9,kitchen floor mat,kitchen floor mat,17
0a327d7ec0ab1b17cfcc067448e34e05,dr.,dr.,3
61765b3f63ce824cfabc3d96627874ad,duty free,duty free,9
dda97903ed4af04225801a0efbe2ec80,,empty_record,0
c7208d3da01428d21109546bb199503c,original store a6o 1668 51268 26 36 46 56 touci ld cod,original store a6o 1668 51268 26 36 46 56 touci ld cod,54
1aade87caa8e513b1ded854087b517b5,รถขาไกสำหรับด็ก,รถขาไกสำหรับด็ก,15
a21036af458ed5923714d742e7698582,poco x7 pro รับฟรี 3 ชิ้น แจ้งของแถมทางแซก,poco x7 pro รับฟรี 3 ชิ้น แจ้งของแถมทางแซก,42
ecd58dbddb1b611e3180efabef42fe4d,usb3.0 igb-1tb สิบเอ็ดความจุสามารถเลือกได้,usb3.0 igb-1tb สิบเอ็ดความจุสามารถเลือกได้,42
f29e55dfe03ee92ca274a7e937ca7a21,posax serum 50,posax serum 50,14
41472529335155e154cbe236d4877bda,พริดาเบน,พริดาเบน,8
c00fb3e800069483737db9ba3462b769,iiybc bame,iiybc bame,10
a1008603afe0cdad5c967fe62c10f702,pcle4.0 4 n990pr0,pcle4.0 4 n990pr0,17
2aec3733179dccf4c436af70dc2aa7c2,"original mi.2 pcle 4,0 game ssd support for ps5 replace nev years in stock","original mi.2 pcle 4,0 game ssd support for ps5 replace nev years in stock",74
0b173732b4a87929ddd01dcbfb51567d,. wp23 plus 52 hd android l4 13mp 2mp 106cว,. wp23 plus 52 hd android l4 13mp 2mp 106cว,43
d714bd6f009c72556307bd67099bc679,lcp smart prosector,lcp smart prosector,19
92441b4b686c81926f663b335627e1f6,hd,hd,2
d6f3ec2f51cea39ff634144bca71819a,ฝีมือประณีด เข็มขัดผู้ชาย,ฝีมือประณีด เข็มขัดผู้ชาย,25
00393256f63e03b7527859d9c4f2329f,bl multiple usage free shipping,bl multiple usage free shipping,31
60e921120f90224bddd24b7b98f5439f,founder 25668 cod,founder 25668 cod,17
a53640d56f13d2f7a5c85bd7aec3b2d4,mainญ x2 สำหรับทุกสภาพผิว no. zero,mainญ x2 สำหรับทุกสภาพผิว no. zero,34
672cec8e8f6e04307c7ca78b22e5efb4,1998,1998,4
d08cf4bd8255eb155812ccb23ab07bb2,ix3 สุดคุ้ม,ix3 สุดคุ้ม,11
855abedfd36da4aef43d493388b6c563,gift,gift,4
b8ac79969f4c471320e8b32cc4b6a942,แข็งแรง เหนียว ทน,แข็งแรง เหนียว ทน,17
954aba0b906c107a3a898e5844848ac2,,empty_record,0
a86694dbf42fdc903a1659ef3237caec,founder intel 256682 cod,founder intel 256682 cod,24
3c83da6ba8ebbc5520881e4e6bfee2e2,sharp 15.2 si xp47otp dk,sharp 15.2 si xp47otp dk,24
b8ae4ea6951736ef9bd7354e651a82a9,,empty_record,0
11a0926632124aa899d7e575af0a5eae,ของแท้ g 100 รับจากบริษัท โดยตรง ของล็อตไหม่ mitte-,ของแท้ g 100 รับจากบริษัท โดยตรง ของล็อตไหม่ mitte-,51
cc7ca39734b06288ab89dbf9cce29167,size,size,4
fcc40a25982f5a76b1449fb55d32a376,xiaomi tv a 2025 pro,xiaomi tv a 2025 pro,20
c18ca14bc7cad12cc83060522e1c364a,"75v6c ak hdr tv เซลใหญ่ ,19,090","75v6c ak hdr tv เซลใหญ่ ,19,090",31
06aa3a2896fa04ab1c869d696ac6d3de,,empty_record,0
0df15721eb8e409af2256fd6a62991e3,colors,colors,6
8d6bf6314a973e4c74054c8908385658,ร้านใหญ่ทีสุด ก้านไม้กวาด มัดละ วกก.,ร้านใหญ่ทีสุด ก้านไม้กวาด มัดละ วกก.,36
c2508dc649d8c4d13f67cf907d9c2dcb,"abl smart t 150. 2,309.","abl smart t 150. 2,309.",23
01db3ea4dd29142bf77a2398fe3a3e4b,drsomchal ราคานี้ ของผลิตใหม่๑,drsomchal ราคานี้ ของผลิตใหม่๑,30
64f4b72bac8be57aad4ddcc9e42402f7,388,388,3
5a39d66c659ff3cadc38acb4ac36cd85,ความจุ 145 ลิตร,ความจุ 145 ลิตร,15
3d9cb9f306f4ab5b6f4ca0b3479437d2,mior hd display,mior hd display,15
6e0317cee95b3c8f983f3636e161de3f,lazadd เซลใหญ่ วันเกิดลาชาด้า 1 25,lazadd เซลใหญ่ วันเกิดลาชาด้า 1 25,34
7a65ad4384dc7c200776bc8d82cd99c3,โมไฟหัวเสาโซลาเซลล์,โมไฟหัวเสาโซลาเซลล์,19
18861a3af6dfdf804e4ee2338af540ff,pay day ลดเพิมสูงสูด .,pay day ลดเพิมสูงสูด .,22
6b64d7bac283105d9175ce549a4460fa,"10,000. 2500 โปรคลายร้อน สบายกระเป๋า","10,000. 2500 โปรคลายร้อน สบายกระเป๋า",36
80bfc58901dd4d03d5e16d2c9efcc5e8,รุ่มโหม่ ดีลเด็ด จัดสงภายใน 24 ชม.,รุ่มโหม่ ดีลเด็ด จัดสงภายใน 24 ชม.,34
2eaab35d4539d4732b7f8ff847c501db,,empty_record,0
aa0742638f73694f9d517ba050ae824d,day 4,day 4,5
2c83b814773993a4f6a171e7f5669905,รับฟรี ของขวัญ charmiss 3oo,รับฟรี ของขวัญ charmiss 3oo,27
1d5b75c7b152dd058e2b3351a25d811b,29 march คู่กันแล้วดีดีลพิเศษที่ต้องมี,29 march คู่กันแล้วดีดีลพิเศษที่ต้องมี,38
28c3c1c188468c35ce03a0710932b3ef,ของรางวัล top สดพิเศษ อากเรา,ของรางวัล top สดพิเศษ อากเรา,28
371662ba72a1df3d868ccdf70e40582b,89,89,2
b67d39ac93003205994b19eb14c4c20d,,empty_record,0
1fd66515192cbb365a8a20f6eeef4c6f,"amda เซลใหญ่ 24 2 ทุ่ม วันเกิดลาชาค้า 29 มี.ค. 68 ลด4,200 สูงสุด","amda เซลใหญ่ 24 2 ทุ่ม วันเกิดลาชาค้า 29 มี.ค. 68 ลด4,200 สูงสุด",64
6a9749db415f7db56e1d730237bb342e,,empty_record,0
7eae3339213080ed9099bb252a97817f,birthday sale,birthday sale,13
47c2649735899c12375bb2a424867643,โคมไฟหัวเสาโซล่าเซลล์,โคมไฟหัวเสาโซล่าเซลล์,21
078f6cd5316fdbc1e15019bbeacdca26,,empty_record,0
9361003f5ca36986b62fc6fbad3bfc70,birthday sale 29 march,birthday sale 29 march,22
32e9e6627048daabe290c870504e64b8,ไร้น ครัง,ไร้น ครัง,9
216adf9aba385d4687a836ff7327e1f7,etc. etc.,etc. etc.,9
17cb4f3a305fe3b8859439de7b612909,xs protein แถน1 490 940 950.,xs protein แถน1 490 940 950.,28
1ca6027f632b59dee7011feca4f849a6,สเปรยแอลกอฮอล์ข่าเชือ 3.8 ซานี,สเปรยแอลกอฮอล์ข่าเชือ 3.8 ซานี,30
b257751832df0442e78612cdc581b182,sale up to 35,sale up to 35,13
f9b24ae66a2abf9ccbe7fe44d6d46fd7,special 2 class 8790,special 2 class 8790,20
dc915a6a46b1c1f510f0b47ff352e0b3,"33 1,055-","33 1,055-",9
8f966a51b9d901477e31987ed6112da4,valentines day,valentines day,14
e906e0a610794d55766b9fe2761c1bee,"ราคา 1,650 ..","ราคา 1,650 ..",13
6541ec810622f358dc92e081a52e99cb,summer 1oo.- 50.- 33.-,summer 1oo.- 50.- 33.-,22
43a4534211030e4caac61eeff133a839,,empty_record,0
f4f1453fc310c2b3118d443f3c790dc6,ครีมโสมสีทอง madam gold 6 กระบ๋ก,ครีมโสมสีทอง madam gold 6 กระบ๋ก,32
e9555ab363c1ba51e18f844e761854ce,si2e chnrt า 590,si2e chnrt า 590,16
610532553bf60d516a48dc097c4e75cc,199.,199.,4
b348517dc18feb04ae3bb85bd9fbdadc,,empty_record,0
f6542439bf37067b72e5d0248d69af40,58. mom flow fon,58. mom flow fon,16
5a21bc5c3ceae9fb1957c9d0f6bf0f16,ออร่าจับทุกกิจกรรม 1oo.- 50.- 33.-,ออร่าจับทุกกิจกรรม 1oo.- 50.- 33.-,34
fb06352df99655303cb399e6c2cce528,ของแท้ 100 สิ่งดวน antinol antinol 6o,ของแท้ 100 สิ่งดวน antinol antinol 6o,37
7c3be744c07e622a25b89e22c53e29b8,"summer breeze oh my., ขนหายต้อนรับขับเมอร์นี 8,232. ,592. 12 ครั่ง 5,000.","summer breeze oh my., ขนหายต้อนรับขับเมอร์นี 8,232. ,592. 12 ครั่ง 5,000.",73
583c016b7eff22e547589bbab056d536,บฟเฟต์ดินเนอร์ rier prawm lovers 799 1แถม1,บฟเฟต์ดินเนอร์ rier prawm lovers 799 1แถม1,42
2439df0bfd017a87e628e5e4d49df951,ของ 250.,ของ 250.,8
0dbaccd839f8a5cb883e4b13575819dc,dress,dress,5
61725ea5a681ad19de522faec360371f,กรม กรม,กรม กรม,7
12be5849fc81faee0d96f29b48a086af,ks promotion ฟินฟูอุลินทรีย์ลาไส ลดการ อักเสบ ต้านมะเธ็ง เฉลียกระป๋กละ 466 บาท เท่านัน จาก 590 เพียง 6 วัน,ks promotion ฟินฟูอุลินทรีย์ลาไส ลดการ อักเสบ ต้านมะเธ็ง เฉลียกระป๋กละ 466 บาท เท่านัน จาก 590 เพียง 6 วัน,106
f7eb6298fc3393885e0f3b69cf0c42bb,,empty_record,0
a80a91c09f6b05b7099ab95e36219d91,hot promotion 199 กักเคยไม่ด้องถาม เดือนนี้ แถบปรีถาม,hot promotion 199 กักเคยไม่ด้องถาม เดือนนี้ แถบปรีถาม,53
